date,rain_mm,number,expver,temp_c,spatial_ref,spei
2018-08-01,205.55975,0,0001,25.747925,0,-0.6219907
2018-09-01,181.47655,0,0001,26.122192,0,0.04392842
2018-10-01,88.00217,0,0001,27.230042,0,0.44879234
2018-11-01,18.899391,0,0001,28.185913,0,0.3728024
2018-12-01,3.7488966,0,0001,27.355286,0,0.34944823
2019-01-01,4.844767,0,0001,28.255707,0,0.32392588
2019-02-01,13.15948,0,0001,29.66156,0,0.23755014
2019-03-01,33.34932,0,0001,30.781616,0,0.23843856
2019-04-01,65.25101,0,0001,30.852417,0,0.43950763
2019-05-01,114.40361,0,0001,29.31491,0,0.437948
2019-06-01,118.188416,0,0001,27.667603,0,0.49726894
2019-07-01,185.14752,0,0001,26.28946,0,0.54665565
2019-08-01,169.83986,0,0001,25.98523,0,0.41993248
2019-09-01,167.71016,0,0001,26.318634,0,0.08828674
2019-10-01,145.999,0,0001,26.596222,0,0.5486425
2019-11-01,21.904318,0,0001,28.376526,0,0.55409276
2019-12-01,7.0876822,0,0001,27.691864,0,0.52236587
2020-01-01,2.3922536,0,0001,27.650604,0,0.56596285
2020-02-01,3.069063,0,0001,29.66867,0,0.4609505
2020-03-01,40.23313,0,0001,31.059875,0,0.41295034
2020-04-01,57.38636,0,0001,30.475952,0,0.37212107
2020-05-01,103.94305,0,0001,29.431366,0,0.23613559
2020-06-01,139.16986,0,0001,27.45871,0,0.29007107
2020-07-01,176.27313,0,0001,26.148102,0,0.3984308
2020-08-01,161.14085,0,0001,25.810028,0,0.50485116
2020-09-01,177.17154,0,0001,25.968567,0,0.90607053
2020-10-01,85.06398,0,0001,26.96167,0,0.29840112
2020-11-01,16.443293,0,0001,28.108002,0,0.22212511
2020-12-01,8.85244,0,0001,28.218414,0,0.21349485
2021-01-01,7.6772733,0,0001,28.45993,0,0.112346746
2021-02-01,10.755537,0,0001,29.628479,0,0.14497802
2021-03-01,45.188213,0,0001,30.562744,0,0.18839039
2021-04-01,46.103645,0,0001,30.90451,0,-0.00072038133
2021-05-01,85.48907,0,0001,29.702118,0,0.023866216
2021-06-01,133.28157,0,0001,27.628754,0,0.002187167
2021-07-01,158.00322,0,0001,26.421967,0,-0.14595002
2021-08-01,244.41493,0,0001,25.80664,0,-0.13643327
2021-09-01,172.2148,0,0001,26.385712,0,-0.6889645
2021-10-01,84.218445,0,0001,27.731445,0,-0.772846
2021-11-01,34.338093,0,0001,28.385895,0,-0.6401366
2021-12-01,4.7637978,0,0001,27.825989,0,-0.6166051
2022-01-01,2.1283584,0,0001,27.565704,0,-0.5603833
2022-02-01,6.7834544,0,0001,29.483063,0,-0.54885346
2022-03-01,36.29843,0,0001,30.771027,0,-0.58333796
2022-04-01,85.91984,0,0001,29.544708,0,-0.33013108
2022-05-01,96.99402,0,0001,28.737518,0,-0.33635265
2022-06-01,157.50597,0,0001,27.03366,0,-0.2173468
2022-07-01,145.87189,0,0001,26.037628,0,-0.30214643
2022-08-01,197.0669,0,0001,25.39856,0,-0.44494006
2022-09-01,187.13507,0,0001,25.401917,0,0.22233997
2022-10-01,83.266754,0,0001,26.931183,0,0.3110401
2022-11-01,20.448061,0,0001,27.61728,0,0.27144423
2022-12-01,8.876015,0,0001,27.122314,0,0.3030557
2023-01-01,4.2901645,0,0001,27.676025,0,0.29730147
2023-02-01,9.351813,0,0001,29.759155,0,0.2927976
2023-03-01,45.469402,0,0001,30.155548,0,0.27573642
2023-04-01,66.07823,0,0001,30.091003,0,0.20494641
2023-05-01,89.486565,0,0001,29.335083,0,0.3053118
2023-06-01,141.42912,0,0001,27.413727,0,0.19252257
2023-07-01,183.08142,0,0001,26.696869,0,0.07067463
2023-08-01,191.48007,0,0001,25.960144,0,-0.039817818
2023-09-01,156.93336,0,0001,26.620697,0,-0.4422538
2023-10-01,102.78093,0,0001,27.699768,0,-0.43456855
2023-11-01,27.924822,0,0001,28.87259,0,-0.29770556
2023-12-01,4.49486,0,0001,27.528503,0,-0.33480483
